index,accuracy,f1,time,ansatz,optimizer,featuremap,entanglement,entanglement_featuremap,iterations,preprocessing
0,0.3953488372093023,0.2809302325581396,675.2150993347168,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zfeaturemap at 0x7f04e10391f0>,full,,230,lda
1,0.27906976744186046,0.2119186046511628,424.3643548488617,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zfeaturemap at 0x7f04e10391f0>,linear,,155,lda
2,0.3953488372093023,0.3125692137320044,561.454555273056,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zfeaturemap at 0x7f04e10391f0>,circular,,201,lda
3,0.4418604651162791,0.3625322997416021,678.6159019470215,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zfeaturemap at 0x7f04e10391f0>,sca,,243,lda
4,0.3023255813953488,0.261046511627907,787.559458732605,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,full,full,209,lda
5,0.32558139534883723,0.26411960132890366,438.4072439670563,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,full,linear,133,lda
6,0.4186046511627907,0.38294573643410856,608.1994988918304,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,full,circular,179,lda
7,0.4418604651162791,0.3958408907246116,551.9864361286163,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,full,pairwise,168,lda
8,0.32558139534883723,0.3043108338060125,728.0410814285278,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,full,sca,213,lda
9,0.20930232558139536,0.16285372156047143,705.6383693218231,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,linear,full,199,lda
10,0.3023255813953488,0.29069767441860467,540.4934351444244,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,linear,linear,174,lda
11,0.3953488372093023,0.3312804485706407,593.7364864349365,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,linear,circular,188,lda
12,0.27906976744186046,0.2441860465116279,499.6361117362976,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,linear,pairwise,161,lda
13,0.3953488372093023,0.3828588612670409,600.7044758796692,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,linear,sca,190,lda
14,0.4186046511627907,0.3886928072974584,662.025933265686,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,circular,full,184,lda
15,0.46511627906976744,0.4389420884632923,565.186930179596,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,circular,linear,181,lda
16,0.27906976744186046,0.21993355481727575,565.0711622238159,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,circular,circular,177,lda
17,0.3488372093023256,0.3149870801033592,619.7852988243103,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,circular,pairwise,199,lda
18,0.37209302325581395,0.35539112050739957,526.8367838859558,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,circular,sca,165,lda
19,0.2558139534883721,0.2258219137044106,477.62287855148315,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,sca,full,134,lda
20,0.3488372093023256,0.2952892069171139,491.28508400917053,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,sca,linear,157,lda
21,0.4418604651162791,0.4140239605355885,587.9272499084473,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,sca,circular,181,lda
22,0.46511627906976744,0.3864042933810375,778.7938029766083,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,sca,pairwise,250,lda
23,0.3023255813953488,0.25736434108527134,674.4991948604584,<function get_efficientsu2 at 0x7f04da45e9d0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,sca,sca,213,lda
24,0.3488372093023256,0.1868770764119601,271.6924843788147,<function get_paulitwodesign at 0x7f04e10394c0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zfeaturemap at 0x7f04e10391f0>,,,98,lda
25,0.2558139534883721,0.2481123527635155,337.9785978794098,<function get_paulitwodesign at 0x7f04e10394c0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,,full,94,lda
26,0.32558139534883723,0.30432608152038004,277.70664644241333,<function get_paulitwodesign at 0x7f04e10394c0>,<function get_cobyla at 0x7f04a9df0040>,<function get_zzfeaturemap at 0x7f04e1039280>,,linear,89,lda
